time_iso,heat_temp_C,heat_target_C,heat_voltage_V,heat_adc,heat_resistance_ohm,heat_heater_on,motor_measspeed_rpm,motor_Vmotor_raw,ph_value
2025-12-07T14:29:19.948339,,,,,,,,,
2025-12-07T14:29:20.951839,,,,,,,,,
2025-12-07T14:29:21.953066,,,,,,,,,
2025-12-07T14:29:22.958027,,,,,,,,,
2025-12-07T14:29:23.963634,,,,,,,,,
2025-12-07T14:29:24.965985,,,,,,,,,
2025-12-07T14:29:25.971371,,,,,,,,,
2025-12-07T14:29:26.976160,,,,,,,,,
2025-12-07T14:29:27.980505,,,,,,,,,
2025-12-07T14:29:28.983404,,,,,,,,,
2025-12-07T14:29:29.989208,,,,,,,,,
2025-12-07T14:29:30.994752,,,,,,,,,
2025-12-07T14:29:32.000549,,,,,,,,,
2025-12-07T14:29:33.006040,,,,,,,,,
2025-12-07T14:29:34.011871,,,,,,,,,
2025-12-07T14:29:35.015244,,,,,,,,,
2025-12-07T14:29:36.020978,,,,,,,,,
2025-12-07T14:29:37.025617,,,,,,,,,
2025-12-07T14:29:38.026985,,,,,,,,,
2025-12-07T14:29:39.028475,,,,,,,,,
2025-12-07T14:29:40.030310,,,,,,,,,
2025-12-07T14:29:41.034322,,,,,,,,,
2025-12-07T14:29:42.040313,,,,,,,,,
2025-12-07T14:29:43.043205,,,,,,,,,
2025-12-07T14:29:44.048922,,,,,,,,,
2025-12-07T14:29:45.054522,,,,,,,,,
2025-12-07T14:29:46.059065,,,,,,,,,
2025-12-07T14:29:47.064749,,,,,,,,,
2025-12-07T14:29:48.068380,,,,,,,,,
2025-12-07T14:29:49.070923,,,,,,,,,
2025-12-07T14:29:50.075044,,,,,,,,,
2025-12-07T14:29:51.078824,,,,,,,,,
2025-12-07T14:29:52.084434,,,,,,,,,
2025-12-07T14:29:53.086163,,,,,,,,,
2025-12-07T14:29:54.087358,,,,,,,,,
2025-12-07T14:29:55.089164,,,,,,,,,
2025-12-07T14:29:56.095217,,,,,,,,,
2025-12-07T14:29:57.102226,,,,,,,,,
2025-12-07T14:35:11.759658,,,,,,,,,
2025-12-07T14:35:12.765579,,,,,,,,,
2025-12-07T14:35:13.769952,,,,,,,,,
2025-12-07T14:35:14.774126,,,,,,,,,
2025-12-07T14:35:15.779582,,,,,,,,,
2025-12-07T14:35:16.783725,,,,,,,,,
2025-12-07T14:35:17.788540,,,,,,,,,
2025-12-07T14:35:18.794150,,,,,,,,,
2025-12-07T14:35:19.796504,,,,,,,,,
2025-12-07T14:35:20.802513,,,,,,,,,
2025-12-07T14:35:21.808338,,,,,,,,,
2025-12-07T14:35:22.813634,,,,,,,,,
2025-12-07T14:35:23.819190,,,,,,,,,
2025-12-07T14:35:24.824925,,,,,,,,,
2025-12-07T14:35:25.830489,,,,,,,,,
2025-12-07T14:35:26.833756,,,,,,,,,
2025-12-07T14:35:27.839678,,,,,,,,,
2025-12-07T14:35:28.843746,,,,,,,,,
2025-12-07T14:35:29.849791,,,,,,,,,
2025-12-07T14:35:30.854164,,,,,,,,,
2025-12-07T14:35:31.855277,,,,,,,,,
2025-12-07T14:35:32.859869,,,,,,,,,
2025-12-07T14:35:33.864298,,,,,,,,,
2025-12-07T14:35:34.866269,,,,,,,,,
2025-12-07T14:35:35.872035,,,,,,,,,
2025-12-07T14:35:36.877936,,,,,,,,,
2025-12-07T14:35:37.882721,,,,,,,,,
2025-12-07T14:35:38.883723,,,,,,,,,
2025-12-07T14:35:39.889274,,,,,,,,,
2025-12-07T14:35:40.893975,,,,,,,,,
2025-12-07T14:35:41.899906,,,,,,,,,
2025-12-07T14:35:42.904963,,,,,,,,,
2025-12-07T14:35:43.908298,,,,,,,,,
2025-12-07T14:35:44.912674,,,,,,,,,
2025-12-07T14:35:45.918020,,,,,,,,,
2025-12-07T14:35:46.923478,,,,,,,,,
2025-12-07T14:35:47.928011,,,,,,,,,
2025-12-07T14:35:48.931924,,,,,,,,,
2025-12-07T14:35:49.937694,,,,,,,,,
2025-12-07T14:35:50.942550,,,,,,,,,
2025-12-07T14:35:51.948112,,,,,,,,,
2025-12-07T14:35:52.952851,,,,,,,,,
2025-12-07T14:35:53.956083,,,,,,,,,
2025-12-07T14:35:54.961779,,,,,,,,,
2025-12-07T14:39:32.782264,,,,,,,,,
2025-12-07T14:39:33.787879,,,,,,,,,
2025-12-07T14:39:34.793281,,,,,,,,,
2025-12-07T14:39:35.798844,,,,,,,,,
2025-12-07T14:39:36.804124,,,,,,,,,
2025-12-07T14:39:37.805426,,,,,,,,,
2025-12-07T14:39:38.810890,,,,,,,,,
2025-12-07T14:39:39.816611,,,,,,,,,
2025-12-07T14:39:40.822627,,,,,,,,,
2025-12-07T14:39:41.828553,,,,,,,,,
2025-12-07T14:39:42.834240,,,,,,,,,
2025-12-07T14:39:43.840256,,,,,,,,,
2025-12-07T14:39:44.844281,,,,,,,,,
2025-12-07T14:39:45.850649,,,,,,,,,
2025-12-07T14:39:46.855594,,,,,,,,,
2025-12-07T14:39:47.860982,,,,,,,,,
2025-12-07T14:39:48.865694,,,,,,,,,
2025-12-07T14:39:49.871568,,,,,,,,,
2025-12-07T14:39:50.877207,,,,,,,,,
2025-12-07T14:39:51.882151,,,,,,,,,
2025-12-07T14:39:52.887630,,,,,,,,,
2025-12-07T14:39:53.893647,,,,,,,,,
2025-12-07T14:39:54.898934,,,,,,,,,
2025-12-07T14:39:55.904499,,,,,,,,,
2025-12-07T14:39:56.906525,,,,,,,,,
